date,title,description,stock_group
2023-02-10,Exclusive-Intel Weighs Boost To Investment In Vietnam Chip Packaging Plant -sources,"Intel Corp is considering a significant increase in its existing $1.5-billion investment in Vietnam to expand its chip testing and packaging plant in the Southeast Asian nation, two sources familiar with the matter told Reuters.",FPT
2023-02-10,Exclusive-Intel weighs boost to investment in Vietnam chip packaging plant -sources,"HANOI :Intel Corp is considering a significant increase in its existing $1.5-billion investment in Vietnam to expand its chip testing and packaging plant in the Southeast Asian nation, two sources familiar with the matter told Reuters.The possible move, which…",FPT
2023-02-10,Intel weighs boost to investment in Vietnam chip packaging plant -sources,"HANOI : Intel Corp is considering a significant increase in its existing $1.5-billion investment in Vietnam to expand its chip testing and packaging plant in the Southeast Asian nation, two sources familiar with the matter told Reuters.The possible move, whic…",FPT
2023-02-10,Exclusive-Intel weighs boost to investment in Vietnam chip packaging plant -sources,"Intel Corp is considering a significant increase in its existing $1.5-billion investment in Vietnam to expand its chip testing and packaging plant in the Southeast Asian nation, two sources familiar with the matter told Reuters. The possible move, which one s…",FPT
2023-02-10,Intel Eyes $1 Billion Vietnam Chip Plant Investment Boost,"Intel is looking at bumping up its existing $1.5 billion investment in Vietnam to expand its chip testing and packaging plant there, sources have revealed. The possible move, which one source said could be worth about $1 billion, would signal a growing role f…",FPT
2023-02-10,Exclusive: Intel weighs boosting investment in Vietnam chip packaging plant – sources,"HANOI (Reuters) -   Intel Corp is considering a significant increase in its existing $1.5-billion investment in Vietnam to expand its chip testing and packaging plant in the Southeast Asian nation, two sources familiar with the matter told Reuters.",FPT
2023-02-10,Intel weighs boost to investment in Vietnam chip packaging plant,"The possible move, which one source said could be worth about $1 billion, would signal a growing role for Vietnam in the global supply chain for semiconductors, as companies push to cut reliance on China and Taiwan because of political risks and trade tension…",FPT
2023-02-10,Intel weighs boost to investment in Vietnam chip packaging plant -sources,"Intel Corp <a href=""https://www.reuters.com/companies/INTC.O"" target=""_blank"">(INTC.O)</a> is considering a significant increase in its existing $1.5-billion investment in Vietnam to expand its chip testing and packaging plant in the Southeast Asian nation, t…",FPT
2023-02-01,FPT Software Europe Supports DAX Company Covestro With Cloud Migration,"ESSEN, Germany--(BUSINESS WIRE)-- #Cloud--IT service provider FPT Software Europe and materials manufacturer Covestro entered into long-term partnership for transformation project.",FPT
2023-01-27,"Asia-Pacific B2C E-Commerce Market Analysis Report 2022-2023: Focus on Australia, China, India, Indonesia, Japan, Malaysia, South Korea, Thailand, & Vietnam","The ""Asia-Pacific B2C E-Commerce Market 2023"" report has been added to ResearchAndMarkets.com's offering.",FPT
2023-01-27,"Asia-Pacific B2C E-Commerce Market Analysis Report 2022-2023: Focus on Australia, China, India, Indonesia, Japan, Malaysia, South Korea, Thailand, & Vietnam","DUBLIN, Jan. 27, 2023 /PRNewswire/ -- The ""Asia-Pacific B2C E-Commerce Market 2023"" report has been added to ResearchAndMarkets.com's offering. With the increasing use of online shopping and deliveries, shoppers are seen giving more importance to sustainabili…",FPT
2023-01-27,Asia-Pacific B2C E-Commerce Market Analysis Report 2023: Consumers and Retailers Increase Their Emphasis on Sustainability of Online Deliveries - ResearchAndMarkets.com,"DUBLIN--(BUSINESS WIRE)--The ""Asia-Pacific B2C E-Commerce Market 2023"" report has been added to ResearchAndMarkets.com's offering. With the increasing use of online shopping and deliveries, shoppers are seen giving more importance to sustainability in deliver…",FPT
2023-01-27,Asia-Pacific B2C E-Commerce Market Analysis Report 2023: The Delivery Process Still Leaves Room for Improvements,"Dublin, Jan. 27, 2023 (GLOBE NEWSWIRE) -- The ""Asia-Pacific B2C E-Commerce Market 2023"" report has been added to ResearchAndMarkets.com's offering.With the increasing use of online shopping and deliveries, shoppers are seen giving more importance to sustainab…",FPT
2023-02-08,Southeast Asia Data Center Construction Market Outlook & Forecast Report 2023: A $3+ Billion Industry by 2028 - The Region is Witnessing Edge Data Center Investments Across Several Cities,"Southeast Asian Data Center Construction Market Southeast Asian Data Center Construction Market Dublin, Feb. 08, 2023 (GLOBE NEWSWIRE) -- The ""Southeast Asia...",FPT
2023-02-08,Southeast Asia Data Center Construction Market Outlook & Forecast Report 2023: A $3+ Billion Industry by 2028 - The Region is Witnessing Edge Data Center Investments Across Several Cities,"Dublin, Feb. 08, 2023 (GLOBE NEWSWIRE) -- The ""Southeast Asia Data Center Construction Market - Industry Outlook & Forecast 2023-2028"" report has been added to ResearchAndMarkets.com's offering.",FPT
2023-02-08,PM Chinh’s Singapore visit expected to advance bilateral trade ties,Prime Minister Pham Minh Chinh’s Singapore visit from February 8-10 aims to affirm the determination to elevate the bilateral economic ties to a new height in the context of many free trade agreement (FTAs) coming into force.,FPT
2023-02-08,Repairs for undersea internet cables to last from March to April,Domestic internet service providers sai don February 7 that the Network Operation Center (NOC) Services announced the repairs scheduled for three broken undersea cables that have resulted in slowed connections in Vietnam in the last few weeks.,FPT
2023-01-11,Dấu ấn của kinh tế tư nhân trong lĩnh vực hạ tầng,"Nhiều doanh nghiệp tư nhân để lại dấu ấn ở những lĩnh vực mà vốn trước đây chỉ nhà nước đầu tư như xây dựng sân bay, cao tốc, cảng tàu khách quốc tế…",FPT
2023-01-24,"According to Arizton, Massive Investments by Colocation & Cloud Service Providers will Grow Southeast Asia Data Center Construction Industry to USD 3 Billion in 2028","According to Arizton's latest research report, the Southeast Asia data center construction market will grow at a CAGR of 1.5% from 202-2028. Growing...",FPT
2023-01-24,"According to Arizton, Massive Investments by Colocation & Cloud Service Providers will Grow Southeast Asia Data Center Construction Industry to USD 3 Billion in 2028","CHICAGO, Jan. 24, 2023 /PRNewswire/ -- According to Arizton's latest research report, the Southeast Asia data center construction market will grow at a CAGR of 1.5% from 202-2028. Growing sustainability initiatives, rise in 5G & edge data center deployment, r…",FPT
2023-01-24,"According to Arizton, Massive Investments by Colocation & Cloud Service Providers will Grow Southeast Asia Data Center Construction Industry to USD 3 Billion in 2028","CHICAGO, Jan. 24, 2023 /PRNewswire/ -- According to Arizton's latest research report, the Southeast Asia data center construction market will grow at a CAGR of 1.5% from 202-2028. Growing sustainability initiatives, rise in 5G & edge data center deployment, r…",FPT
2023-01-18,AFC On The Road - Vietnam,Vietnam is the key beneficiary in Asia of shifting supply chains. Tourism should make a strong comeback in 2023 as China re-opens.,FPT
2023-01-20,BlackRock Frontiers Investment Trust Plc - Portfolio Update,"(marketscreener.com) 

BLACKROCK FRONTIERS INVESTMENT TRUST PLC 

All information is at 31 December 2022 and unaudited.

Performance at month end with net income reinvested.




One
  month
 %
Three
 months
 %
One
  year
 %
Three
  years
 %
Five
  years
 %
Si…",FPT
2023-01-20,"Đồng yen mất giá kỷ lục, FPT Việt Nam vẫn thắng lớn",Tập đoàn công nghệ Việt Nam FPT vượt sóng gió ở thị trường Nhật Bản khi đồng yen (JPY) mất giá kỷ lục năm 2022.,FPT
2023-01-15,Thai enterprises spend more on software amid growing digitalisation,"The majority of software spending in Thailand during the first half of 2022 went into applications followed by infrastructure software and development tools, according to IDC",FPT
2023-01-15,US beauty queen crowned Miss Universe - VnExpress International,"Miss USA R'Bonney Gabriel, a model and sewing instructor, was crowned the 71st Miss Universe on Sunday (Hanoi time).",FPT
2023-01-13,Expats get ‘stress-free life’ working in Vietnamese tech - VnExpress International,"The desire to work in a burgeoning IT industry and experience a new culture led Mexican national Luis Ruvalcaba, 35, to Vietnam.",FPT
2023-01-21,Faulty internet cable encounters another problem,"The Asia Pacific Gateway (APG) internet cable, which connects Vietnam with much of Asia, encountered a new technical problem on Saturday, while a problem that occurred last month has not been fixed.",FPT
2023-02-09,Southeast Asia Data Center Construction Market Outlook Report 2023-2028 - 5G Deployments Will Drive Edge Data Center Investments with Focus on Sustainability in the Region,"DUBLIN, Feb. 9, 2023 /PRNewswire/ -- The ""Southeast Asia Data Center Construction Market - Industry Outlook & Forecast 2023-2028"" report has been added to ResearchAndMarkets.com's offering. The Southeast Asia data center construction market is forecast to be …",FPT
2023-02-11,Prime Minister visits University of Brunei Darussalam,"Prime Minister Pham Minh Chinh and his spouse visited the University of Brunei Darussalam (UBD) on February 11 morning, as part of his ongoing visit to Brunei.",FPT
2023-01-13,Stock trading jumps 42% - VnExpress International,"Vietnam’s benchmark VN-Index rose 0.36% to 1060.17 points Friday, with stock trading surging 42% from Thursday.",SAB
2023-01-27,VN-Index secures 8-session winning streak - VnExpress International,Vietnam’s benchmark VN-Index rose 0.81 percent to 1117.1 points Friday in its eighth straight session gaining.,SAB
2023-02-02,The Neo-Nazi Hunter Next Door,Kris Goldsmith has seen too many veterans get tricked into equating patriotism with right-wing lunacy. He’s got a plan to turn ex-service members into neo-Nazi hunters,MOB
2023-02-02,"Disorder In the House: Frauds, Dimwits and Grenades 'R Us","House GOPers just turned their first Oversight hearing into bad performance art by raving about Biden's (really Trump's) COVID crimes to kick off their reign of grievance, paranoia and crackpot misinformation: Antifa = fascists, insurgents = ethicists, COVID …",MOB
2023-01-15,"Al Brown, star of ‘The Wire,’ dead at 83","Brown's daughter Jenny confirmed the sad news to TMZ in a statement Sunday, sharing that he died in Las Vegas from complications due to Alzheimer's disease.",MOB
2023-01-15,'The Wire' Star Al Brown Dead at 83,"Al Brown -- famous from 'The Wire' -- has died ... this according to his loved ones. The actor's daughter, Jenny, tells TMZ ... Al passed away Friday in Las Vegas as a result of his Alzheimer's battle. She tells us that before he got into acting in…
 Permalink",MOB
2023-01-15,"Al Brown, ‘The Wire’ Actor Known for Playing Col. Stan Valchek, Dies at 83","Al Brown, the actor best known for playing Col. Stan Valchek on ""The Wire,"" passed away Friday at age 83 after a battle with Alzheimer's disease.",MOB
2023-02-07,Cadence13 ‘Weaponized’ Podcast Explores The Unknown With Investigative Reporters Jeremy Corbell And George Knapp,"""Weaponized is a vehicle; unconstrained by the boundaries of outside agenda. No rules - no holds barred - direct reporting. This is a journalist's Thunderdome.""",MOB
2023-01-14,When ‘whataboutism’ is OK,"Those who try to shut down debate deserve to be scorned. But when wrongdoing is equivalent, there is nothing wrong with saying so.",MOB
2023-01-26,2 Free Games Are Available Now At Epic,"The Epic Games Store continues to give away free games each week, more than three years after the digital storefront launched its awesome weekly freebies program. Every Thursday at the same time 8 AM PT / 11 AM ET--Epic gives up between one and three free gam…",MOB
2023-01-26,100 Essential Movies Every Guy Should See,"Cinematic history is littered with gems. In the hands of a brilliant director, a skillful cast, or a visionary writer, a masterpiece can be born. There are so many, in fact, that selecting just 100…
The post 100 Essential Movies Every Guy Should See first app…",MOB
2023-01-26,GOP Rep. Cory Mills hands out grenades to House members,"« It is my pleasure to give you a 40mm grenade ... manufactured in the Sunshine State and first developed in the Vietnam War, » Mills wrote in a letter that accompanied the grenades.",MOB
2023-01-13,"Mitch McConnell, You’re No Mike Mansfield","As the 118th Congress convened, public attention understandably
focused on the spectacle in the House of Representatives, as Kevin McCarthy
struggled through four days and 15 rounds of voting before winning the votes to
succeed Nancy Pelosi, the iconic Democr…",MOB
2023-01-19,DC insider: This 'grotesque' GOP-controlled committee has one goal,"The House Oversight and Accountability Committee is the major investigative unit in the House. Yesterday, House Speaker Kevin McCarthy loaded it with people who enabled Donald Trump’s attempted coup in the months after the 2020 election. They have also called…",MOB
2023-01-19,Crime and un-punishment: Republicans have a new roadmap for a better coup,"Donald Trump's coup attempt on Jan. 6 and the terrorist attack on the U.S. Capitol by his followers was one of the most spectacular crimes in American history, and also one of the most documented and most thoroughly investigated. The world has learned that th…",MOB
2023-01-19,This Week's Free Game Is Available At Epic,"The Epic Games Store continues to give away free games each week, more than three years after the digital storefront launched its awesome weekly freebies program. Every Thursday at the same time 8 AM PT / 11 AM ET--Epic gives up between one and three free gam…",MOB
2023-01-16,Did J. Edgar Hoover Order the Assassination of Martin Luther King Jr?,"All Global Research articles can be read in 51 languages by activating the Translate Website button below the author’s name. To receive Global Research’s Daily Newsletter (selected articles), click here. Follow us on Instagram and Twitter and subscribe to our…",MOB
2023-01-16,Editorial: MLK’s Chicago setback looks more like a victory today,"Was Martin Luther King, Jr. outfoxed by Chicago Mayor Richard J. Daley? On MLK Day, it's worth remembering those battles prepared the way for a better future.",MOB
2023-02-01,Did the FBI’s Charles McGonigal Help Throw the 2016 Election to Trump?,"In the course of writing two books on Donald Trump’s ties to Russia, the same question occurred to me again and again: How is it possible that I knew all sorts of stuff about Donald Trump, and the FBI didn’t seem to have a clue? Or if they did, why weren’t th…",MOB
2023-02-01,The Best Bites for Every Price: $10 and Under,"The best food you can find in Seattle for $10 or less.
 
 by Ann Guo
 
 
 
 Snow Mountain Buns
Hong Kong Bistro, $6.25
Hong Kong Bistro lies along a strip of Chinatown-International District restaurants that are always open for any American holiday, including…",MOB
2023-02-09,Setting the Record Straight,"In a CoinDesk exclusive, the co-founder of Yuga Labs, Wylie Aronow, shares a frank letter touching on his recent diagnosis of heart failure and responding to accusations of racist and nazi imagery embedded within the Bored Ape Yacht Club NFT project.",MOB
2023-02-09,Why Did the National Guard Take So Long to Get to the Capitol on January 6?,"The acting Secretary of Defense at the time, Christopher Miller, has some answers. In a new book, he offers a view into the Pentagon on that day.",MOB
2023-01-27,Evelyn West: The life and times of a St. Louis legend,"On Jan. 27, 1977, a St. Louis judge issued an order closing the Stardust Club. It was not contested by co-owner Aimee Charles, who under the name Evelyn West performed as a stripper known for her $50,000 ""treasure chest.""",MOB
2023-02-08,More Than A Meal: How White House Dinners Shape Presidential Policy,"“You can’t even consider the history of the White House without realizing that the common denominator is the dinner table.” –William Seale, The President’s House * Like any other house, the White House runs on food. But no other building represents the presid…",MOB
2023-02-08,Playbook: Biden’s no-compromise SOTU,And the Pentagon said that China had rejected a request from Defense Secretary Lloyd Austin to speak with his Chinese counterpart on Saturday.,MOB
2023-01-25,Corky Lee and the Work of Seeing,"There is a symmetry between Corky Lee’s passing and the rise of Anti-Asian Hate: the departure of Asian America’s greatest documentarian and its most visible recent efflorescence. Years earlier, the brief window of postwar Asian American radicalism seemed to …",MOB
2023-01-17,Muhammad Ali (1942),"The self-proclaimed ""greatest of all time,"" Ali is celebrated as much for his flamboyant manner, colorful boasts, and doggerel verse—""float like a butterfly, sting like a bee""—as for his boxing prowess. He beat the best fighters of his day and won the world h…",MOB
2023-02-10,The 40 Best Movies on Netflix This Week,"Stuck for a good film on Netflix? Here are our picks for the best Netflix movies to feast your eyes on, updated weekly.",MOB
2023-01-11,Những công nhân xa quê trên chuyến bay đoàn viên,"Chuyến bay của Vietnam Airlines cất cánh hôm 9/1 đưa hàng trăm lao động nghèo, nhiều năm không về quê, thậm chí chưa từng đi máy bay, đoàn viên cùng gia đình dịp Tết.",VIC
2023-01-11,Gỗ Trường Thành vào top 500 doanh nghiệp tư nhân lớn nhất Việt Nam,Tập đoàn Kỹ nghệ Gỗ Trường Thành (TTF) vào Top 500 doanh nghiệp tư nhân lớn nhất Việt Nam nhờ linh hoạt thích nghi với bối cảnh kinh doanh mới.,VIC
2023-01-11,Dấu ấn của kinh tế tư nhân trong lĩnh vực hạ tầng,"Nhiều doanh nghiệp tư nhân để lại dấu ấn ở những lĩnh vực mà vốn trước đây chỉ nhà nước đầu tư như xây dựng sân bay, cao tốc, cảng tàu khách quốc tế…",VIC
2023-01-11,BOE - Nhà cung ứng của Apple và Samsung muốn xây nhà máy ở Việt Nam,"Đối tác cung ứng màn hình cho cả 2 gã khổng lồ điện tử thế giới Apple và Samsung - BOE Technology Group lên kế hoạch triển khai xây dựng nhà máy mới tại Việt Nam, theo hãng tin Reuters.",VIC
2023-01-21,Ban Mai - cô bé mắc chứng khó đọc thành hoa hậu,"Ban Mai từng là cô bé mắc chứng khó đọc, vươn lên thành sinh viên xuất sắc, thực hiện nhiều dự án cộng đồng khi đăng quang Miss Peace Vietnam.",VIC
2023-01-21,Deaths on Location: How the ‘Twilight Zone’ and ‘Midnight Rider’ Tragedies May Influence ‘Rust’ Prosecution,"On the evening of July 23, 1982, “Animal House” director John Landis was filming a tricky nighttime helicopter scene for “Twilight Zone: The Movie.” The wide-open spaces of Indian Dunes, now part of Santa Clarita, Calif., were standing in for Vietnam, and the…",VIC
2023-01-21,Cổ phiếu Hòa Phát hút tiền nhà đầu tư ngoại,Giá chạm đáy hai năm trong khi triển vọng tăng trưởng dài hạn tích cực giúp HPG hút mạnh vốn của các quỹ đầu tư nước ngoài từ tháng 11 năm ngoái đến nay.,VIC
2023-01-21,H'Hen Niê: 'Tôi trải qua một năm kỳ diệu',"Hoa hậu H'Hen Niê nói có một năm hoạt động tích cực, thử sức với vai trò mới như đóng phim, làm giám khảo cho các cuộc thi nhan sắc.",VIC
2023-01-21,Táo quân 2023: Tiếng cười nhẹ nhàng,"Chương trình Táo quân 2023 giảm tính đả kích, tạo tiếng cười nhẹ nhàng khi mô phỏng các sân chơi nhan sắc dưới hạ giới.",VIC
2023-01-21,Mai Ngô giúp mẹ bán hoa Tết,TP HCM- Á hậu Mai Ngô cùng em gái phụ mẹ bán hoa những ngày giáp Tết Quý Mão.,VIC
2023-01-21,Deaths on Location: How the ‘Twilight Zone’ and ‘Midnight Rider’ Tragedies May Influence ‘Rust’ Prosecution,"On the evening of July 23, 1982, “Animal House” director John Landis was filming a tricky nighttime helicopter scene for “Twilight Zone: The Movie.” The wide-open spaces of Indian Dunes, now part of Santa Clarita, Calif., were standing in for Vietnam, and the…",VIC
2023-02-06,Bamboo Airways và BAA Training Vietnam hợp tác đào tạo phi công MPL,"Chương trình dự kiến đào tạo 100 học viên phi công cơ bản trong 3 năm, đem đến cơ hội làm việc tại hãng hàng không Bamboo Airways.",VIC
2023-02-06,Hàng không năm 2022 - bay nhiều vẫn lỗ,"Du lịch phục hồi nhưng năm 2022, Vietnam Airlines, Vietjet vẫn chịu nhiều khó khăn, trong khi các doanh nghiệp phụ trợ đã lãi lớn trở lại.",VIC
2023-02-06,USCIRF tiếp tục kêu gọi trả tự do cho ông Nguyễn Bắc Truyển,"Ủy ban Tự do Tôn giáo Quốc tế của Hoa Kỳ (USCIRF) vừa kêu gọi chính quyền Việt Nam trả tự do cho tù nhân lương tâm tôn giáo Nguyễn Bắc Truyển, người đang thụ án 11 năm tù với cáo buộc “Hoạt động nhằm lật đổ chính quyền nhân dân”.",VIC
2023-02-06,Đạo đức trong Influencer Marketing: Minh bạch trong thông tin tài trợ là yếu tố quan trọng nhất,"Trong nhiều năm qua, Influencer Marketing đã trở thành một hình thức marketing chủ chốt trong việc kết nối thương hiệu với người dùng. Theo Forbes, chỉ tính ...| Advertising Vietnam",VIC
2023-01-19,Khách mời bàn về thăng trầm của điện ảnh Việt,"Charlie Nguyễn, Bình Bồng Bột... cùng các khách mời bàn về thăng trầm của điện ảnh Việt năm qua trong ""Vietnam Cinema 2022"", phát sóng 12h ngày 22/1 trên K+Cine.",VIC
2023-01-19,Khách mời Vietnam Cinema bàn về thăng trầm của điện ảnh Việt,"Charlie Nguyễn, Bình Bồng Bột... cùng các khách mời bàn về thăng trầm của điện ảnh Việt năm qua trong ""Vietnam Cinema 2022"", phát sóng 12h ngày 22/1 trên K+Cine.",VIC
2023-01-19,Sacombank nhận hai giải thưởng về thương hiệu,Sacombank nhận giải thưởng Thương hiệu Vàng TP HCM năm 2022 và Top 50 Doanh nghiệp Xuất sắc nhất Việt Nam năm 2022.,VIC
2023-01-19,Đại sứ Anh Iain Frew: 'Tôi hoà mình vào truyền thống Tết của Việt Nam',Đại sứ Anh gửi lời chúc mừng năm mới bằng tiếng Việt tới độc giả của BBC News.,VIC
2023-01-19,Biển Đông có yên tĩnh không?,"Khi giới thiệu Thư chúc Tết của ông Tập Cận Bình gửi ông Trọng với thiên hạ, Trung Quốc cho biết, ông Bình đã nhắn ông Trọng là... Trung Quốc và Việt Nam có chung tương lai...",VIC
2023-01-12,"[QC] Thực hư lời đồn robot hút bụi “toàn năng, đột phá” của 2 siêu phẩm nhà Ecovacs","Tích hợp thêm nhiều chức năng thông minh, đột phá về công nghệ, Deebot X1 OMNI và Deebot X1 TURBO được rất nhiều người dùng đánh giá cao bởi thực sự trở thành trợ thủ đắc lực của mỗi gia đình.
 
Là thương hiệu chuyên sâu về robot hút bụi…",VIC
2023-01-12,Bảy nỗi sợ,"Tôi vừa tiễn một đoàn khách Pháp 10 người, đi du thuyền Hạ Long tham quan hai ngày một đêm.",VIC
2023-01-12,7 nỗi sợ của du khách,"Tôi vừa tiễn một đoàn khách Pháp 10 người, đi du thuyền Hạ Long tham quan hai ngày một đêm.",VIC
2023-01-12,Ngọc Châu catwalk kiểu 'hoa sen' ở bán kết Miss Universe,"Mỹ- Người đẹp diện đầm dạ hội của Chung Thanh Phong, thực hiện phong cách catwalk cảm hứng hoa sen ở bán kết Miss Universe 2022.",VIC
2023-01-12,Các nhà báo Mỹ và VN nói gì về lối làm truyền thông của VinFast?,Kevin Williams nói với BBC News Tiếng Việt về sự khác biệt mà ông nhận thấy trong cách làm truyền thông của VinFast.,VIC
2023-01-12,Vụ nữ sinh HUFLIT: Cần minh bạch thông tin thay vì đòi xử lý người đưa tin!,Trường Quân sự Quân khu 7 bác bỏ tin đồn hai nữ sinh của Trường Đại học Ngoại ngữ và Tin học Thành phố Hồ Chí Minh bị hiếp dâm hoặc nhảy lầu tự tử,VIC
2023-01-12,Nhiều hoạt động tương tác và quà tặng tại MoMo Lắc Xì 2023,"Thông qua Lắc Xì 2023 với nhiều quà tặng giá trị, MoMo mong muốn mang Tết đầm ấm, đủ đầy, gắn kết mọi người sau một năm nhiều biến động.",VIC
2023-02-04,Học cách đặt câu hỏi,"Sang tuổi 22, tôi bắt đầu học tiếng Đức, như vậy là hơi muộn để bắt đầu. Nhưng tôi tin rằng tuổi tác không phải là thiệt thòi.",VIC
2023-01-13,NashTech mở văn phòng mới tại Đà Nẵng,"NashTech khai trương văn phòng mới tại Đà Nẵng hôm 13/11, tại tầng 19, tòa Nhà Vietinbank, 36 Trần Quốc Toản, quận Hải Châu.",VIC
2023-01-13,Việt Nam sẽ là câu chuyện kinh tế thú vị nhất năm 2023,"Việt Nam đang ngày càng nhận được sự quan tâm của toàn thế giới. Điều này được thể hiện trong nhiều lĩnh vực khác nhau, bao gồm cả việc gia tăng số lượng các bài phân tích về chính trị và kinh tế của đất nước này trên các ấn phẩm có uy tín.",VIC
2023-02-02,Hoa hậu Ngọc Châu phủ nhận khai gian bằng cấp,"Hoa hậu Ngọc Châu, 28 tuổi, xác nhận chưa tốt nghiệp Đại học Tôn Đức Thắng nhưng phủ nhận khai gian bằng cấp như tin đồn.",VIC
2023-02-02,'Nhà bà Nữ doanh thu cao nhưng không bứt phá chất lượng',"Không thể chỉ dựa vào doanh thu thì có thể kết luận phim hay, dở.",VIC
2023-02-02,Khả năng huỷ niêm yết cổ phiếu Vietnam Airlines,"Ngày 2/2, Sở Giao dịch chứng khoán TP.HCM đã có thông báo gửi đến Tổng công ty Hàng không Việt Nam (Vietnam Airlines, mã: HVN) lưu ý về khả năng hủy niêm yết cổ phiếu.",VIC
2023-01-16,Tập đoàn Đông Dương đặt mục tiêu mở rộng 300 cửa hàng toàn quốc,"Doanh nghiệp hướng đến tạo dựng hệ sinh thái chăm sóc sức khỏe toàn diện, mục tiêu mở rộng 300 cửa hàng toàn quốc.",VIC
2023-01-16,Nhiều cơ hội đặt phòng khách sạn và tour chơi Tết giờ chót,"Sức mua năm nay thấp nên hiện khách sạn hoặc tour cho mùng 2 đến mùng 5 Tết vẫn còn nhiều, dành cho du khách quyết định đi chơi giờ chót.",VIC
2023-01-16,Nhiều cơ hội đặt khách sạn và tour chơi Tết giờ chót,"Sức mua năm nay thấp nên hiện khách sạn hoặc tour cho mùng 2 đến mùng 5 Tết vẫn còn nhiều, dành cho du khách quyết định đi chơi giờ chót.",VIC
2023-01-16,Degaussing System Market worth $740 Million by 2027 - Exclusive Report by MarketsandMarkets™,"The degaussing system market is projected to grow from USD 619 Million in 2022 to USD 740 Million by 2027, at a CAGR of 3.6% from 2022 to 2027 according to a...",VIC
2023-01-16,Degaussing System Market worth $740 Million by 2027 - Exclusive Report by MarketsandMarkets™,"CHICAGO, Jan. 16, 2023 /PRNewswire/ -- The degaussing system market is projected to grow from USD 619 Million in 2022 to USD 740 Million by 2027, at a CAGR of 3.6% from 2022 to 2027 according to a new report by MarketsandMarkets™. The market growth can be att…",VIC
2023-02-09,Bí quyết chạy ultra của runner Đà Nẵng,"Đà Nẵng- Bận rộn với con nhỏ, công việc ở xa nhà, nhưng Nguyễn Minh Tuấn vẫn có cách đặc biệt để tập luyện rồi chinh phục cự ly 100km, 160km với mốc thời gian ấn tượng.",VIC
2023-02-09,"Burt Bacharach, the essence of pop music success, dies at 94","Seen by some as his generation's greatest songwriter, Bacharach teamed up for hits such as 'I Say a Little Prayer' and 'Do You Know the Way to San Jose.'",VIC
2023-02-09,"Burt Bacharach, the essence of pop music success, dies at 94","LOS ANGELES — At the Brill Building, the legendary songwriters’ mecca on Broadway in New York City, composer Burt Bacharach first teamed with lyricist Hal David in 1956. Over the next decade, the two helped define the broad reaches of popular music with a run…",VIC
2023-02-09,Runner cả nước sẵn sàng cho giải chạy đêm TP HCM,"10.000 VĐV, trong đó có những tên tuổi hàng đầu sẽ có mặt tại TP HCM vào cuối tuần này, chinh phục giải VnExpress Marathon Ho Chi Minh City Midnight 2023.",VIC
2023-02-09,Runner sẵn sàng cho giải chạy đêm TP HCM,"10.000 VĐV, trong đó có những tên tuổi hàng đầu, sẽ có mặt tại TP HCM vào cuối tuần này, chinh phục giải VnExpress Marathon Ho Chi Minh City Midnight 2023.",VIC
2023-02-09,Runner đổ về TP HCM dự giải chạy đêm,"10.000 VĐV, trong đó có những tên tuổi hàng đầu sẽ có mặt tại TP HCM vào cuối tuần này, tham dự giải VnExpress Marathon Ho Chi Minh City Midnight 2023.",VIC
2023-01-28,"Cơ hội thoát vùng an toàn, thử thách bản thân tại Unilever","Chị Minh Nguyệt - Giám đốc kênh Hiện đại và Thương mai điện tử Unilever - thành công nhờ ""máu lửa"", sẵn sàng thoát khỏi vùng an toàn.",VIC
2023-01-28,Hoa hậu Mai Phương xin lỗi khán giả,"Hoa hậu Mai Phương, 23 tuổi, xin lỗi khán giả vì bị nhiều người chỉ trích ""nổi loạn"", ""thiếu tinh tế khi dùng mạng xã hội"".",VIC
2023-01-28,MV của Trọng Hiếu vào chung kết Eurovision Song Contest Đức,"""Dare To Be Different"" của Trọng Hiếu là một trong tám MV vào chung kết Eurovision Song Contest Đức.",VIC
2023-01-18,VietinBank lì xì khách hàng đầu xuân,Ngân hàng dành tặng lì xì bằng tiền mặt cùng hàng nghìn combo tài lộc cho các khách hàng khi gửi tiết kiệm và chi tiêu qua thẻ tín dụng.,VIC
2023-01-18,Người dùng chuộng thanh toán online,"Nhiều người chọn mua sắm, thanh toán với thẻ tín dụng VIB để hưởng bộ ba ưu đãi từ sàn thương mại điện tử, gian hàng và nhà băng.",VIC
2023-01-18,30 SFF Titles to Look Forward to in 2023,"I’m calling it First Sentence Euphoria. It’s that feeling you get when you read the first sentence of a novel and you know, you just know, that you’re in for something incredible. It’s the anticipation, the excitement of leafing through the first few pages of…",VIC
2023-01-30,Võ Hoàng Yến hội ngộ bạn trai ở Mỹ,"Người mẫu Võ Hoàng Yến du lịch, mua sắm, dành thời gian bên bạn trai tại Mỹ, sau một năm xa cách.",VIC
2023-01-30,H'Hen Niê: 'Tôi không còn khóc khi bị chê',"Hoa hậu H'Hen Niê nói hiện trưởng thành, đối mặt mọi thứ với tâm lý bình tĩnh thay vì khóc một mình khi bị chê bai giống trước đây.",VIC
2023-01-30,H'Hen Niê: 'Tôi không còn khóc một mình khi bị chê',"Hoa hậu H'Hen Niê nói hiện trưởng thành, đối mặt mọi thứ với tâm lý bình tĩnh thay vì khóc một mình khi bị chê bai giống trước đây.",VIC
